"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:42.992250"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:43.101514"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:43.210395"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:43.318910"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:43.423537"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:43.529742"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:43.653946"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:43.759883"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:43.869731"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:46.191653"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:46.300992"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:46.406821"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:46.513720"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:46.621630"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:46.728829"
